Instrument,Date,Revenue - Mean,Dividend Per Share - Mean,Cash & Short Term Investments,PPE - Net Percentage of Total Assets,"PPE - Net - Total, YoY Avg",Cost Of Goods Sold - Mean,Depreciation Depletion & Amortization - Total,CAPEX Percentage of Total Assets,Selling General & Administrative Expenses - Total
SE0014186656,2012-12-31T00:00:00Z,1050333330,0.8986,81230000,8.90307,49770500,563000000,74257000,22.44470394,235482000
SE0014186656,2013-12-31T00:00:00Z,1344166670,1.3739,105829000,11.221,54462000,731000000,103140000,25.14174348,296244000
SE0014186656,2014-12-31T00:00:00Z,1743000000,1.92168,258057000,8.73162,64999000,,128512000,18.13083161,378209000
SE0014186656,2018-12-31T00:00:00Z,1770000000,2.24572,500845000,8.67196,76932500,,209731000,17.09737549,745634000
SE0014186656,2018-12-31T00:00:00Z,1889076130,2.32,500845000,9.13793,88430500,,209731000,20.50321267,745634000
SE0014186656,2019-12-31T00:00:00Z,2190000000,2.035,265458000,11.48927,102104000,0,326345000,18.45379496,817457000
SE0014186656,2020-12-31T00:00:00Z,,,40006000,9.10226,120456000,,20034000,13.94611894,243544000
SE0014186656,2021-12-31T00:00:00Z,,,,7.78224,135945500,,,7.5375311,
SE0014186656,,,,,,138099500,,,,
SE0014186656,,,,,,137196000,,,,
SE0014186656,,,,,,223293000,,,,
SE0014186656,,,,,,304108500,,,,
SE0014186656,,,,,,304108500,,,,
SE0001921040,,,,,,,,,,
SE0002148817,2007-12-31T00:00:00Z,,,,,,,,,
SE0002148817,2008-12-31T00:00:00Z,4000000,0,5917000,0.31426,,,431000,,4512000
SE0002148817,2009-12-31T00:00:00Z,7000000,,611557,0.30003,,,381770,,5378998
SE0002148817,2010-12-31T00:00:00Z,18000000,,221669,1.0744,,,352112,,4956001
SE0002148817,2011-12-31T00:00:00Z,4700000,0,1156621,0.76543,,,129899,4.357588574,6109268
SE0002148817,2012-12-31T00:00:00Z,4650000,0,18966000,0.69145,,,183000,,7647000
SE0002148817,2013-12-31T00:00:00Z,13540000,0,90000,0.58877,368000,,152000,,7696000
SE0002148817,2014-12-31T00:00:00Z,9420000,0,10152000,2.36232,790500,,,2.294972599,29351000
SE0002148817,2015-12-31T00:00:00Z,5600000,0,175683000,0.97372,1732500,200000,989000,0.946124088,72503000
SE0002148817,2016-12-31T00:00:00Z,14300000,1.25,253578000,0.82724,2376000,1333330,3445000,0.368015558,112553000
SE0002148817,2017-12-31T00:00:00Z,3743330,0,616061000,0.58435,3273000,,3779000,0.486132903,180783000
SE0002148817,2018-12-31T00:00:00Z,44840000,0,858187000,0.62192,4926000,1733330,1797000,0.306786214,244945000
SE0002148817,2019-12-31T00:00:00Z,84525000,0,601094000,2.27991,10510000,7450000,6911000,0.426088075,360259000
SE0002148817,2020-12-31T00:00:00Z,101528200,0,1377506000,0.67613,12421500,13800000,7557000,0.028016917,430178000
SE0002148817,2021-12-31T00:00:00Z,169524170,0,888961000,4.11776,25702000,30175000,9184000,0.196052472,558033000
SE0002148817,2022-12-31T00:00:00Z,318593170,0,1496179000,2.12373,38770500,46460000,12053000,0.246721186,684105000
SE0005992419,2007-12-31T00:00:00Z,,,,,,,,,
SE0005992419,2008-12-31T00:00:00Z,,,2023000,5.46507,,,142000,0,143000
SE0005992419,2009-12-31T00:00:00Z,,,475693,1.13861,125100,,1112603,,540059
SE0005992419,2010-12-31T00:00:00Z,,,329561,1.39223,110139,,2148406,5.199659525,1518904
SE0005992419,2011-12-31T00:00:00Z,,,61634,1.82676,157479.5,,2569576,16.53431309,2789297
SE0005992419,2012-12-31T00:00:00Z,,,550,2.09282,189807,,2610156,10.97387055,3266672
SE0005992419,2013-12-31T00:00:00Z,,,3558230,2.00144,246409,,5340772,28.72153391,4505168
SE0005992419,2014-12-31T00:00:00Z,,,4282823,0.5136,320140.5,,8183974,61.39198202,9457840
SE0005992419,2015-12-31T00:00:00Z,,,2754266,19.3317,7777580,,13446518,0.072328633,10753088
SE0005992419,2016-12-31T00:00:00Z,,,331477,0.41438,7683294,,8998619,,9059717
SE0005992419,2017-12-31T00:00:00Z,,,895990,0.16982,105155.5,,707488,29.52421791,6697590
SE0005992419,2018-12-31T00:00:00Z,,,632178,0.09869,52050,,2773889,7.254654964,10643836
SE0005992419,2019-12-31T00:00:00Z,,,951280,0.56735,182398,,5318324,4.699635528,15698437
SE0005992419,2020-12-31T00:00:00Z,,,1610597,0.91455,351008.5,,8011796,5.681761552,22889058
SE0005992419,2021-12-31T00:00:00Z,,,3313503,1.1246,492892.5,,7296896,21.57095763,28865143
SE0005992419,2022-12-31T00:00:00Z,,,1004253,1.52018,587006.5,,15880803,4.088114584,25875860
SE0007158902,2006-12-31T00:00:00Z,,,257000,0.96203,,,1607000,,2556000
SE0007158902,2007-12-31T00:00:00Z,,,86000,0.24588,,,28000,,1505000
SE0007158902,2008-12-31T00:00:00Z,,,41636,0.61583,,,,,2336634
SE0007158902,2009-12-31T00:00:00Z,,,844388,0.31298,,,16652596,,2582600
SE0007158902,2010-12-31T00:00:00Z,,,423639,0.16089,,,142051,,1053630
SE0007158902,2011-12-31T00:00:00Z,,,116912,1.42501,,,923686,7.88454393,1695096
SE0007158902,2012-12-31T00:00:00Z,,,465663,0.42634,,,31092,47.42604858,890843
SE0007158902,2013-12-31T00:00:00Z,,,1388945,0.07551,,,707054,29.54908323,1327182
SE0007158902,2014-12-31T00:00:00Z,,,688000,0,1880,,707000,14.33069291,2043000
SE0007158902,2015-12-31T00:00:00Z,,,247000,0,0,,827000,,1960000
SE0007158902,2016-12-31T00:00:00Z,,,436000,,,,936000,,2695000
SE0007158902,2017-12-31T00:00:00Z,,,1814000,,,,1038000,,3494000
SE0007158902,2018-12-31T00:00:00Z,,,123000,,,,3192000,,6253000
SE0007158902,2019-12-31T00:00:00Z,,,226000,,,,6804000,,9414000
SE0005217791,2004-12-31T00:00:00Z,,,,,,,,,
SE0005217791,2005-12-31T00:00:00Z,,,,,,,,40.6285073,
SE0005217791,2006-12-31T00:00:00Z,,,653000,1.15847,,,1975000,66.76957535,11854000
SE0005217791,2007-12-31T00:00:00Z,,,,,,,2389000,2.126703092,
SE0005217791,2008-12-31T00:00:00Z,,,1770000,0.47745,,,4256000,3.914698942,14106000
SE0005217791,2009-12-31T00:00:00Z,,,10786826,0.19041,,,4684548,8.723643835,11055485
SE0005217791,2010-12-31T00:00:00Z,,,1022186,0.27566,,,11143429,23.90009138,22265314
SE0005217791,2011-12-31T00:00:00Z,,,5964838,0.2073,,,13943142,9.427514484,30283247
SE0005217791,2012-12-31T00:00:00Z,,,,,,,26976000,,
SE0005217791,2013-12-31T00:00:00Z,,,,,,,11659000,,
SE0005217791,2014-12-01T00:00:00Z,,,553000,,,,21137000,,
SE0005217791,2015-12-01T00:00:00Z,,,1158000,,,,106000,,
SE0005217791,2018-12-31T00:00:00Z,,,558000,,,,571000,,571000
SE0005217791,2019-12-31T00:00:00Z,,,292000,,,,309000,,309000
SE0005217791,2020-12-31T00:00:00Z,,,153000,,,,398000,,398000
SE0005217791,,,,,,,,,,
SE0005217791,,,,,,,,,,
SE0013646924,2011-12-31T00:00:00Z,,,944636,0.383,,,1238071,,2132844
SE0013646924,2012-12-31T00:00:00Z,52000000,0,402248,0.46746,,,1656061,0.450369442,2051431
SE0013646924,2013-12-31T00:00:00Z,,,13389350,0.18335,55400.5,,1790954,3.617403401,2433980
SE0013646924,2014-12-31T00:00:00Z,,,3378339,6.23579,536436.5,,1894551,4.816461551,5553367
SE0013646924,2015-12-31T00:00:00Z,,,4039460,19.24058,2256634,,1941390,14.38408207,7415337
SE0013646924,2016-12-31T00:00:00Z,,,5075066,38.80718,2177964,,1908196,27.0446382,8161991
SE0013646924,2017-12-31T00:00:00Z,,,2111992,48.26324,6568000,,2475820,0.471323746,7229297
SE0013646924,2018-12-31T00:00:00Z,,,1353510,26.35109,4514962,,12899000,,
SE0013646924,2019-12-31T00:00:00Z,,,18827000,0.5743,2731000,,976000,0.261167767,11272000
SE0013646924,2020-12-31T00:00:00Z,,,23806000,0.56332,5170500,,1160000,0.285400297,12384000
SE0001245077,,,,,,,,,,
SE0008320345,,,,,,,,,,
SE0000680969,,,,,,,,,,
SE0000680969,,30200000,0.6,,,,,,,
SE0000680969,,30200000,1,,,,,,,
SE0000680969,,,,,,,,,,
SE0000680969,,,,,,,,,,
SE0000680969,,,,,,,,,,
SE0002017707,2005-12-31T00:00:00Z,,,,,,,,,
SE0002017707,2006-12-31T00:00:00Z,,,852000,1.89934,,,2000,,2846000
SE0002017707,2007-12-31T00:00:00Z,,,7051000,1.69603,,,33000,36.83281005,2794000
SE0002017707,2008-12-31T00:00:00Z,,,483000,5.03851,476500,,1444000,34.28754454,11232000
SE0002017707,2009-12-31T00:00:00Z,,,1366012,2.97884,670513.5,,5034086,8.602883303,8832000
SE0002017707,2010-12-31T00:00:00Z,,,1214000,14.41686,332013.5,,2475000,12.51709857,9347000
SE0002017707,2011-12-31T00:00:00Z,,,3828000,0,60500,,1123000,-77.44129766,4308000
SE0002017707,2012-12-31T00:00:00Z,,,560657,,12500,,152623,38.36006863,1766001
SE0002017707,2013-12-31T00:00:00Z,,,867242,0.62393,,,407099,17.19150628,1993730
SE0002017707,2014-12-31T00:00:00Z,,,1202352,0.30664,14875,,327838,0,1751521
SE0002017707,2015-12-31T00:00:00Z,,,5039382,0.12336,10412.5,,345814,1.534766854,2050790
SE0002017707,2016-12-31T00:00:00Z,,,2922214,0.08855,6787.5,,348941,1.093824069,2316074
SE0002017707,2017-12-31T00:00:00Z,,,2090000,0,2500,,360065,33.2811556,2310807
SE0002017707,2018-12-31T00:00:00Z,,,2046000,0.30562,14500,,577249,11.75400902,2993479
SE0002017707,2019-12-31T00:00:00Z,,,2089277,0.24684,25179,,578713,1.848806643,1986666
SE0002017707,2020-12-31T00:00:00Z,,,1784275,0.16577,17797.5,,662154,7.772326065,1207360
SE0002017707,2021-12-31T00:00:00Z,,,1260000,0.06184,10618.5,,724506,10.38766693,1721700
SE0002017707,2022-12-31T00:00:00Z,,,2044000,0.28653,21000,,783000,13.98767793,2998000
SE0002575340,2004-12-31T00:00:00Z,,,1306000,0.62933,,,77000,,
SE0002575340,2005-12-31T00:00:00Z,,,224000,1.0101,,,11000,48.82967231,
SE0002575340,2006-12-31T00:00:00Z,,,577000,0.4398,,,4000,18.68972398,
SE0002575340,2007-12-31T00:00:00Z,,,313000,0.46144,26500,,7000,22.6251803,
SE0002575340,2008-12-31T00:00:00Z,0,0,8041000,0.3161,32011.5,,40000,19.33385376,275000
SE0002575340,2009-12-31T00:00:00Z,0,0,2715743,,31617.5,,67918,39.68124353,1613867
SE0002575340,2010-12-31T00:00:00Z,0,,27753285,0.09301,93606,,91121,21.47293797,2404867
SE0002575340,2011-12-31T00:00:00Z,576000,0,12795000,0.43222,406500,0,104000,17.68807397,2830000
SE0002575340,2012-12-31T00:00:00Z,750000,0,37177000,0.92999,561000,0,1084000,18.37954382,4565000
SE0002575340,2013-12-31T00:00:00Z,750000,0,39992000,0.51246,400500,0,1364000,14.54291991,6265000
SE0002575340,2014-12-31T00:00:00Z,3634000,0,49698000,0.26206,330000,,1021000,21.25609562,10346000
SE0002575340,2015-12-31T00:00:00Z,200000,0,96662000,0.18065,295000,0,1992000,15.31377064,15556000
SE0002575340,2016-12-31T00:00:00Z,0,0,93251000,0.15162,218000,0,1492000,10.22989281,15276000
SE0002575340,2017-12-31T00:00:00Z,0,0,28992000,0.13488,151000,0,1642000,2.821592764,12417000
SE0002575340,2018-12-31T00:00:00Z,,,25951000,0.12141,463000,,1913000,3.290373555,14454000
SE0002575340,2019-12-31T00:00:00Z,,,58319000,0.52932,585000,,2379000,2.043214556,14872000
SE0002575340,2020-12-31T00:00:00Z,,,61643000,0.38805,222000,,2558000,1.13720403,13305000
SE0002575340,2021-12-31T00:00:00Z,,,22339000,0.10184,484000,,2659000,1.379572447,123303000
SE0002575340,2022-12-31T00:00:00Z,,,66392000,0.49394,,,2610000,0.745635355,84936000
SE0002149369,2007-12-31T00:00:00Z,,,,,,,,,
SE0002149369,2008-12-31T00:00:00Z,,,3059000,4.91018,,,86367,,1728000
SE0002149369,2009-12-31T00:00:00Z,,,1583330,4.70295,,,105000,34.38941644,2480272
SE0002149369,2010-12-31T00:00:00Z,,,728547,4.23495,272282,,1319986,29.39261307,5185078
SE0002149369,2011-12-31T00:00:00Z,,,204054,5.6451,160981,,5111244,6.492053418,3516090
SE0002149369,2012-12-31T00:00:00Z,,,144072,0.34841,64915,,2729916,,4498375
SE0002149369,2013-12-31T00:00:00Z,,,2598042,0.04256,13693,,2670896,,4709424
SE0002149369,2014-12-31T00:00:00Z,,,1324283,,,,2652171,,5124141
SE0002149369,2015-12-31T00:00:00Z,,,648256,,,,1449024,61.28120283,2925947
SE0002149369,2016-12-31T00:00:00Z,,,4966550,0,,,471129,28.42334151,1810377
SE0002149369,2017-12-31T00:00:00Z,,,2822998,0.38742,12721.5,,557554,,2629418
SE0002149369,2018-12-31T00:00:00Z,,,613161,0.36873,22811,,684419,29.9135448,3030960
SE0002149369,2019-12-31T00:00:00Z,,,2477432,0.1548,17547,,1323612,42.06656062,4974662
SE0002149369,2020-12-31T00:00:00Z,,,740294,1.14918,68717.5,,1882643,48.07498111,4559678
SE0002149369,2021-12-31T00:00:00Z,,,4487160,0.76962,138531,,,,5954812
SE0002149369,2022-12-31T00:00:00Z,,,6690931,0.51415,133878.5,,,,13413438
SE0009190572,2015-04-30T00:00:00Z,,,1972157,1.93587,,,1231338,,1547920
SE0009190572,2015-04-30T00:00:00Z,123000000,0,1972157,0,,56000000,1231338,0.37541266,1547920
SE0009190572,2016-12-31T00:00:00Z,,,,0,,,,,
SE0009190572,2017-12-31T00:00:00Z,,,1465969,0,,,425646,7.619531421,3300624
SE0009190572,2018-12-31T00:00:00Z,,,1286633,,,,524727,,3291059
SE0009190572,2019-12-31T00:00:00Z,,,257000,0.07188,,,,,2283000
SE0009190572,2020-12-31T00:00:00Z,,,972000,,,,1239000,,3247000
SE0009190572,2021-12-31T00:00:00Z,,,19384000,7.0218,,,5108000,,8745000
SE0009190572,2022-12-31T00:00:00Z,,,3888000,,,,5375000,,10564000
SE0002149633,,,,,,,,,,
SE0001958471,,,,,,,,,,
SE0002625012,,,,,,,,,,
SE0000598278,,,,,,,,,,
SE0011205459,2001-12-31T00:00:00Z,,,1677000,2.04861,,,206000,,982000
SE0011205459,2002-12-31T00:00:00Z,,,1308000,7.77238,,,216000,19.50711558,2156000
SE0011205459,2003-12-31T00:00:00Z,,,5077000,2.68245,,,245000,4.018838305,1923000
SE0011205459,2004-12-31T00:00:00Z,,,2604000,2.39765,,,298000,8.491076257,2542000
SE0011205459,2005-12-31T00:00:00Z,,,1113000,2.84133,,,273000,3.870424905,2413000
SE0011205459,2006-12-31T00:00:00Z,,,7436000,5.25934,288500,,420090,13.61412599,3026090
SE0011205459,2007-12-31T00:00:00Z,,,12097000,5.56601,667000,,554093,10.10075998,4637093
SE0011205459,2008-12-31T00:00:00Z,,,3783000,16.13098,1022000,,795572,14.86647139,4368000
SE0011205459,2009-12-31T00:00:00Z,,,5337000,9.43533,1090000,,860000,12.04891048,5343000
SE0011205459,2010-12-31T00:00:00Z,,,1574424,10.44576,947029.5,,1028246,15.44386918,5311000
SE0011205459,2011-12-31T00:00:00Z,,,11240000,4.32414,843029.5,,994000,5.750284199,8118000
SE0011205459,2012-12-31T00:00:00Z,,,3197420,4.83044,615361.5,,895013,4.026600175,9333794
SE0011205459,2013-12-31T00:00:00Z,,,8340609,2.19661,398486.5,,862363,6.04760404,9296778
SE0011205459,2014-12-31T00:00:00Z,,,9199544,1.45191,280549.5,,668992,1.905802363,10080269
SE0011205459,2015-12-31T00:00:00Z,,,5659000,0.86875,236424.5,,656000,3.059770043,10225000
SE0011205459,2016-12-31T00:00:00Z,,,8472000,1.39446,349500,,1759000,9.989759175,12367000
SE0011205459,2017-12-31T00:00:00Z,,,4473000,,1822000,,1729000,23.77626406,12911000
SE0011205459,2018-12-31T00:00:00Z,,,3000000,1.91291,1753500,,2004000,9.056151136,13172000
SE0011205459,2019-12-31T00:00:00Z,,,413000,1.82327,275000,,2369000,12.61844707,13089000
SE0011205459,2020-12-31T00:00:00Z,,,987000,2.6318,425000,,2867000,5.451174631,8246000
SE0007075056,2004-08-31T00:00:00Z,,,7268000,38.07062,,,750000,,3137000
SE0007075056,2005-08-31T00:00:00Z,4349000000,2.75,7272000,19.30907,,3829000000,1712000,10.02944906,4244000
SE0007075056,2006-08-31T00:00:00Z,952500000,2.31,20015000,28.44002,,476000000,2126000,13.60963366,6113000
SE0007075056,2007-08-31T00:00:00Z,1135500000,2,22797000,45.96985,125161500,562500000,5788000,23.16943011,11158000
SE0007075056,2008-08-31T00:00:00Z,,,117187000,43.48156,217343000,,16173000,14.5346757,16806000
SE0007075056,2009-08-31T00:00:00Z,,,176835000,28.20683,213398500,,18629000,5.593070862,18298000
SE0007075056,2010-08-31T00:00:00Z,,,119512000,27.74898,298596500,,26393000,20.31153469,20254000
SE0007075056,2011-08-31T00:00:00Z,,,204220000,29.95163,408123500,,34554000,5.315173358,24211000
SE0007075056,2012-08-31T00:00:00Z,,,42703000,31.67446,523940000,,33575000,13.78830092,38256000
SE0007075056,2013-08-31T00:00:00Z,,,363612000,29.35557,538937000,,54193000,0.150452509,27209000
SE0007075056,2014-08-31T00:00:00Z,,,86499000,21.47953,436643500,,32007000,0.109029741,23137000
SE0007075056,2015-08-31T00:00:00Z,,,241522000,26.89853,376631500,,28425000,0.075756412,22822000
SE0007075056,2016-08-31T00:00:00Z,,,221549000,20.42531,299035500,,24220000,0.197946121,28175000
SE0007075056,2017-08-31T00:00:00Z,,,201509000,12.37205,185383000,,14935000,0.617219104,30650000
SE0007075056,2018-08-31T00:00:00Z,,,739825000,2.74533,81733500,,8450000,0.099293002,32702000
SE0007075056,2019-08-31T00:00:00Z,,,1102983000,1.54583,41917000,,4968000,4.963632026,39088000
SE0007075056,2020-12-31T00:00:00Z,,,,,,,,,
SE0007075056,2021-12-31T00:00:00Z,,,625000000,1.37931,28000000,,6000000,,59000000
SE0007075056,2022-12-31T00:00:00Z,,,568000000,2.24075,34500000,,14000000,1.840168244,86000000
SE0000494072,,,,,,,,,,
SE0000494072,,,,,,,,,,
SE0000494072,,103300000,4.5,,,,,,,
SE0000494072,,106600000,2,,,,,,,
SE0000494072,,,,,,,,,,
SE0000494072,,,,,,,,,,
SE0009947708,2001-12-31T00:00:00Z,,,1081000,3.79458,,,75054000,,46181000
SE0009947708,2002-12-31T00:00:00Z,466000000,0.625,350000,6.1569,,,486000,0.37386443,29911000
SE0009947708,2003-12-31T00:00:00Z,,,385000,5.2936,,,1129000,1.912427084,9766000
SE0009947708,2004-12-31T00:00:00Z,,,1317000,6.58518,,,417000,4.332853297,10239000
SE0009947708,2005-12-31T00:00:00Z,,,932000,5.21256,,,178000,0.454427421,7882000
SE0009947708,2006-12-31T00:00:00Z,,,397000,3.78358,346000,,151000,0.95483871,7250000
SE0009947708,2007-12-31T00:00:00Z,,,2080000,0.81811,288500,,115000,1.872704721,14598000
SE0009947708,2008-12-31T00:00:00Z,,,5588000,1.2123,539000,,304000,5.356587358,69062000
SE0009947708,2009-12-31T00:00:00Z,,,894000,1.27684,756000,,663000,0.402345097,58194000
SE0009947708,2010-12-31T00:00:00Z,,,749000,0.88404,617000,,497000,0,73465000
SE0009947708,2011-12-31T00:00:00Z,,,8999000,0.67969,530000,,203000,0.709060459,104629000
SE0009947708,2012-12-31T00:00:00Z,,,12799000,0.65584,588000,,221000,0.358122351,175102000
SE0009947708,2013-12-31T00:00:00Z,,,12997000,0.53092,786500,,342000,0.332478945,348936000
SE0009947708,2014-12-31T00:00:00Z,,,35761000,0.39272,794000,,359000,0.063572791,439812000
SE0009947708,2015-12-31T00:00:00Z,,,53328000,0.78303,1084000,,477000,0.733429239,482203000
SE0009947708,2016-12-31T00:00:00Z,,,30437000,0.45654,1359500,,602000,0.105255113,556107000
SE0009947708,2017-12-31T00:00:00Z,,,4767000,0.37098,1236000,,658000,0.150382898,612279000
SE0009947708,2018-12-31T00:00:00Z,,,4828000,0.30211,1128500,,677000,0.123646312,570170000
SE0009947708,2019-12-31T00:00:00Z,,,2856000,4.79861,8321500,,4622000,0.741090754,510397000
SE0009947708,2020-12-31T00:00:00Z,,,3228000,3.40201,13058500,,5820000,0.004417505,405419000
SE0009947708,2021-12-31T00:00:00Z,,,3586000,2.0828,8798000,,4977000,0.148643513,459560000
SE0009947708,2022-12-31T00:00:00Z,,,4406000,0.52671,4529500,,5218000,0.007613397,540748000
SE0001431198,2005-12-31T00:00:00Z,,,,,,,,,
SE0001431198,2006-12-31T00:00:00Z,,,31611000,0.51348,249000,,1615000,,8955000
SE0001431198,2007-12-31T00:00:00Z,532200000,2.23,26627000,2.21633,859000,,1782000,2.612652282,11181000
SE0001431198,2008-12-31T00:00:00Z,,,12918000,3.27081,1935000,,1374000,3.150745777,13302000
SE0001431198,2009-12-31T00:00:00Z,,,32263000,3.03005,2653500,,997000,3.697665627,18751000
SE0001431198,2010-12-31T00:00:00Z,,,37572000,2.8161,3150000,,2316000,3.99085218,26126000
SE0001431198,2011-12-01T00:00:00Z,,,40234000,,3111000,,3112000,,
SE0001431198,2012-12-01T00:00:00Z,,,1949000,,3111000,,3968000,,
SE0001431198,2013-12-01T00:00:00Z,,,5764000,,3111000,,2734000,,
SE0001431198,2014-12-01T00:00:00Z,,,1816000,,3111000,,2077000,,
SE0001431198,2015-12-01T00:00:00Z,,,4488000,,3111000,,2251000,,
SE0001431198,2018-10-31T00:00:00Z,,,2445000,,3111000,,990000,,12793000
SE0001431198,2019-10-31T00:00:00Z,,,4665000,,3111000,,1622000,,9156000
SE0001431198,2020-10-31T00:00:00Z,,,2025000,,3111000,,3000,,3000
SE0001431198,,,,,,3111000,,,,
SE0001431198,,,,,,3111000,,,,
SE0001431198,,,,,,3111000,,,,
SE0001431198,,,,,,3111000,,,,
SE0001431198,,,,,,3111000,,,,
SE0000697948,2005-12-31T00:00:00Z,,,1429000,,,,0,,14000
SE0000697948,2006-12-31T00:00:00Z,0,,1069000,,,,12000,,124000
SE0000697948,2007-12-31T00:00:00Z,0,,174000,,,,,,86000
SE0000697948,2008-12-31T00:00:00Z,,,17000,,,,,0.247486466,-24000
SE0000697948,2009-12-31T00:00:00Z,,,3469000,,,,,,48000
SE0000697948,2010-12-31T00:00:00Z,,,23649000,,,,505000,,3690000
SE0000697948,2011-12-31T00:00:00Z,,,11171000,,,,1064000,24.44861423,17535000
SE0000697948,2012-12-31T00:00:00Z,,,453000,,,,83000,7.601274827,5219000
SE0000697948,2013-12-31T00:00:00Z,,,1604000,,,,4483000,0.427361429,1789000
SE0000697948,2014-12-31T00:00:00Z,,,1913000,,,,95000,,267000
SE0000697948,2015-12-31T00:00:00Z,,,1728000,,,,37000,,128000
SE0000697948,2016-12-31T00:00:00Z,,,1490000,,,,84000,,10000
SE0000697948,2017-12-31T00:00:00Z,300000,,634000,,,,0,,0
SE0000697948,2018-12-31T00:00:00Z,,,6714000,,,,24000,,0
SE0000697948,2019-12-31T00:00:00Z,,,12070000,,,,0,,355000
SE0000697948,2020-12-31T00:00:00Z,,,2200000,,,,7926000,,
SE0000697948,2021-12-31T00:00:00Z,,,18112000,0.33399,,,121000,0.812440008,
SE0000697948,2022-12-31T00:00:00Z,,,5556000,0.19924,181000,,121000,,
SE0001810284,,,,,,,,,,
SE0001810284,,8000000,,,,,,,,
SE0001810284,,16000000,0,,,,,,,
SE0001810284,,12000000,,,,,,,,
SE0001810284,,25000000,0,,,,,,,
SE0001810284,,20000000,0,,,,,,,
SE0001810284,,14830000,0,,,,,,,
SE0001810284,,,,,,,,,,
SE0001810284,,,,,,,,,,
SE0001810284,,,,,,,,,,
SE0001913112,,,,,,,,,,
SE0001913112,,490000000,0,,,,,,,
SE0001913112,,756500000,0,,,,,,,
SE0001913112,,916000000,0,,,,,,,
SE0001913112,,595000000,0,,,,,,,
SE0001913112,,810000000,0,,,,,,,
SE0001913112,,,,,,,,,,
SE0001913112,,,,,,,,,,
SE0001338047,2004-12-31T00:00:00Z,,,5422000,4.92919,,,609000,,2331000
SE0001338047,2005-12-31T00:00:00Z,26000000,,13781000,4.02605,,,838000,5.774398637,4499000
SE0001338047,2006-12-31T00:00:00Z,30000000,0,1028000,5.80245,,,1490000,30.11231249,11441000
SE0001338047,2007-12-31T00:00:00Z,,,10635000,6.03019,,,1724000,,14584000
SE0001338047,2008-12-31T00:00:00Z,,,39000,6.39343,,,2945000,17.22891566,10839000
SE0001338047,2009-12-31T00:00:00Z,,,5474000,2.78998,,,3371000,22.55958055,6852000
SE0001338047,2010-12-31T00:00:00Z,,,458000,0.79032,,,3349000,18.31100652,5438000
SE0001338047,2011-12-31T00:00:00Z,,,1000,0.30324,,,3392000,24.31319426,6027000
SE0001338047,2012-12-31T00:00:00Z,,,407000,0,,,2799000,6.350971489,6786000
SE0001338047,2013-12-31T00:00:00Z,,,658000,0.21439,,,2286000,6.506101477,7690000
SE0001338047,2014-12-31T00:00:00Z,,,170000,0.2065,28000,,2393000,13.18366732,8638000
SE0001338047,2015-12-31T00:00:00Z,,,1431000,0.13077,20000,,2592000,12.70905814,10123000
