Instrument,Date,Revenue - Mean,Dividend Per Share - Mean,Cash & Short Term Investments,PPE - Net Percentage of Total Assets,"PPE - Net - Total, YoY Avg",Cost Of Goods Sold - Mean,Depreciation Depletion & Amortization - Total,CAPEX Percentage of Total Assets,Selling General & Administrative Expenses - Total
SE0002469312,2008-06-30T00:00:00Z,,,,,36000000,,,,
SE0002469312,2009-06-30T00:00:00Z,,,38300000,,42500000,,22900000,,231600000
SE0002469312,2010-03-01T00:00:00Z,,,,,42500000,,,,
SE0002469312,2011-03-01T00:00:00Z,,,,,42500000,,,,
SE0002469312,2012-03-01T00:00:00Z,,,,,42500000,,,,
SE0002469312,2013-03-01T00:00:00Z,,,,,42500000,,,,
SE0002469312,2014-03-01T00:00:00Z,,,100000,,42500000,,0,,
SE0002469312,2015-03-01T00:00:00Z,,,0,,42500000,,0,,
SE0002469312,2016-03-01T00:00:00Z,,,1400000,,42500000,,0,,
SE0002469312,2019-03-31T00:00:00Z,,,8000000,,42500000,,0,,0
SE0002469312,2020-03-31T00:00:00Z,,,12000000,,42500000,,0,,0
SE0002469312,2021-03-31T00:00:00Z,,,10000000,,42500000,,0,,0
SE0002469312,,,,,,42500000,,,,
SE0002469312,,,,,,42500000,,,,
SE0002469312,,,,,,42500000,,,,
SE0002469312,,,,,,42500000,,,,
SE0002469312,,,,,,42500000,,,,
SE0002381558,2008-12-31T00:00:00Z,,,313795,,2467190.5,,941043,,3530000
SE0002381558,2009-12-31T00:00:00Z,,,7035970,8.45878,2411373.5,,4465220,2.224102406,45305830
SE0002381558,2010-12-31T00:00:00Z,,,3205601,,2072195,,4023199,18.1089096,79545000
SE0002381558,2011-12-31T00:00:00Z,,,3762027,4.44526,1713951,,4343758,0.607232066,73122890
SE0002381558,2014-12-31T00:00:00Z,,,4810405,2.19872,1054161.5,,3102306,0,63109022
SE0002381558,2014-12-31T00:00:00Z,,,4810405,1.77059,689000,,3102306,,63109022
SE0002381558,2015-12-01T00:00:00Z,,,3007000,1.19118,595711,,245000,,
SE0002381558,2018-12-31T00:00:00Z,,,2168000,,422000,,14000,,42131000
SE0002381558,2019-12-31T00:00:00Z,,,2902000,,390891,,0,,36045000
SE0002381558,2020-12-31T00:00:00Z,,,5345000,,326000,,52000,,47276000
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002381558,,,,,,326000,,,,
SE0002571539,,,,,,,,,,
SE0002571539,,256000000,0.62,,,,,,,
SE0002571539,,290500000,0.85,,,,,,,
SE0002571539,,323500000,1.9,,,,,,,
SE0002571539,,420000000,2.3,,,,,,,
SE0002571539,,466000000,2.85,,,,,,,
SE0002571539,,538500000,3.31,,,,42100000,,,
SE0002571539,,599725000,4.005,,,,47000000,,,
SE0002571539,,649330000,4.96,,,,,,,
SE0002571539,,826000000,5.65,,,,,,,
SE0002571539,,,,,,,,,,
SE0002571539,,,,,,,,,,
SE0002571539,,,,,,,,,,
SE0002571539,,,,,,,,,,
SE0002571539,,,,,,,,,,
SE0002306084,2005-12-31T00:00:00Z,,,0,63.64752,,,1830000,,4521000
SE0002306084,2006-12-31T00:00:00Z,,,40000,76.52322,,,2945000,51.82878654,4414000
SE0002306084,2007-12-31T00:00:00Z,,,61000,70.39214,,,4220000,45.96739287,4950000
SE0002306084,2008-12-31T00:00:00Z,,,95000,77.254,,,3907000,66.62529092,8508000
SE0002306084,2009-12-31T00:00:00Z,,,4063932,74.98344,,,4039769,55.86487336,11996985
SE0002306084,2010-12-31T00:00:00Z,,,148786,78.64516,49506629.5,,6312797,33.14942933,31805951
SE0002306084,2011-12-31T00:00:00Z,,,446307,78.23349,63791149.5,,8585847,27.80006334,31761846
SE0002306084,2012-12-31T00:00:00Z,,,90160,85.20918,78511079,,11068556,27.42571365,35027051
SE0002306084,2013-12-01T00:00:00Z,,,,,81485020,,,,
SE0002306084,2014-12-01T00:00:00Z,,,,,81485020,,,,
SE0002306084,2015-12-01T00:00:00Z,,,0,,81485020,,0,,
SE0002306084,2018-12-31T00:00:00Z,,,0,,81485020,,0,,54276000
SE0002306084,2019-12-31T00:00:00Z,,,0,,81485020,,0,,47254000
SE0002306084,2020-12-31T00:00:00Z,,,0,,81485020,,0,,43528000
SE0002306084,2021-12-31T00:00:00Z,,,0,,81485020,,0,,46429000
SE0002306084,,,,,,81485020,,,,
SE0002306084,,,,,,81485020,,,,
SE0002306084,,,,,,81485020,,,,
SE0002306084,,,,,,81485020,,,,
SE0002306084,,,,,,81485020,,,,
SE0001856519,2006-12-31T00:00:00Z,,,,,,,,,
SE0001856519,2007-12-31T00:00:00Z,,,4916376.389,,,,0,,550130.1335
SE0001856519,2008-12-31T00:00:00Z,,,1476000,0.06046,42500,,390000,,1148544
SE0001856519,2009-12-31T00:00:00Z,,,29940078,0.03063,,,20096,,757759
SE0001856519,2010-12-31T00:00:00Z,,,28574514,0.02653,,,14299,,462469
SE0001856519,2011-12-31T00:00:00Z,,,22330,0.04237,11078,,3883358,,118481
SE0001856519,2012-12-31T00:00:00Z,,,5328,0.0414,7448.5,,1724,,3620
SE0001856519,2013-12-31T00:00:00Z,,,250,0,3512.5,,0,,0
SE0001856519,2014-12-31T00:00:00Z,,,105000,,,,,,409000
SE0001856519,2015-12-31T00:00:00Z,,,55000,,,,,,663000
SE0001856519,2016-12-31T00:00:00Z,,,0,0,,,,,0
SE0001856519,2017-12-31T00:00:00Z,,,0,,,,,,
SE0001856519,2018-12-31T00:00:00Z,,,0,,,,,,
SE0001856519,2019-12-31T00:00:00Z,,,,,,,,,
SE0000395428,,,,11284000,2.31065,,,443000,,11499000
SE0000395428,,,,10590000,3.3691,,,382000,2.897643594,12419000
SE0000395428,,,,12399000,3.48988,,,483000,2.991490949,14516000
SE0000395428,,,,11186000,2.52579,,,466000,0.778379101,15364000
SE0000395428,,,,9750000,1.91525,741000,,473000,0.977766068,16607000
SE0000395428,,,,15710000,1.07888,579000,,525000,0.582421461,17942000
SE0000395428,,,,17341000,3.40663,1018500,,530000,3.466615907,20909000
SE0000395428,,,,26513000,2.57269,1569000,,710000,1.352954917,21391000
SE0000395428,,,,22589000,2.15867,,,665000,0.870487315,27945000
SE0000395428,,,,18197000,2.23982,,,748000,1.102586051,30676000
SE0000395428,,,,14156000,4.19258,1970500,,866000,3.317022333,34278000
SE0000395428,,,,12183000,4.33842,2421000,,1088000,1.474625185,39863000
SE0000395428,,,,4923000,3.57138,2466000,,2166000,18.31419196,36197000
SE0000395428,,,,734000,4.1418,2894500,,3664000,7.572181103,37680000
SE0000395428,,,,15090000,2.7088,2941500,,4189000,1.094766811,40660000
SE0000395428,,,,14119000,2.36795,2503000,,4104000,0.86765692,49790000
SE0000395428,,,,17152000,2.79361,2594500,,4127000,1.880868354,55398000
SE0000395428,,,,25874000,2.48414,3005500,,3013000,1.63445369,60031000
SE0000395428,,,,24513000,2.45644,3173500,,1958000,1.428904973,71760000
SE0000395428,,,,40728000,1.83083,3078000,,1729000,0.918465558,72633000
SE0000395428,,,,52663000,1.42116,2819000,,1725000,0.872143531,80471000
SE0000395428,,,,35224000,2.69035,4502500,,,2.408913968,95130000
SE0014504817,2004-12-31T00:00:00Z,12694826430,2.784,1602500000,30.21727,,,553000000,,1591600000
SE0014504817,2005-12-31T00:00:00Z,11674147880,3.02513,1875100000,27.53941,,,707900000,7.190778173,1938100000
SE0014504817,2006-12-31T00:00:00Z,10838168820,4.08455,1234200000,25.18197,,,756200000,9.28819491,2086300000
SE0014504817,2007-12-31T00:00:00Z,11632238890,4.42875,900800000,,2587500000,,672000000,8.643039311,2189000000
SE0014504817,2008-12-31T00:00:00Z,11557632250,4.7775,623200000,23.993,4286950000,,690000000,10.17345592,1710900000
SE0014504817,2009-12-31T00:00:00Z,11734527500,5.4425,390000000,16.86082,5947450000,8857000000,769000000,9.69087628,1675000000
SE0014504817,2010-12-31T00:00:00Z,15703400000,6.97,279000000,13.99367,5562000000,11183000000,704000000,9.086865349,1551000000
SE0014504817,2011-12-31T00:00:00Z,16640194630,7.80571,414000000,31.83372,4085500000,12439000000,680000000,10.34172122,1527000000
SE0014504817,2012-12-31T00:00:00Z,17530270110,8.6825,390000000,31.88293,2876000000,13075000000,717000000,8.784270285,1560000000
SE0014504817,2013-12-31T00:00:00Z,17937218110,9.64375,343000000,32.07079,2918500000,13084666670,786000000,8.195913001,1534000000
SE0014504817,2014-12-31T00:00:00Z,20780779860,11.26829,591000000,29.26998,3392500000,14968000000,921000000,9.616937293,1857000000
SE0014504817,2015-12-31T00:00:00Z,22171728830,12.05333,738000000,29.86472,4059000000,15663000000,1123000000,10.08672837,2231000000
SE0014504817,2016-12-31T00:00:00Z,19748089670,10.01833,717000000,31.66992,4507000000,14044000000,1167000000,7.703865592,2417000000
SE0014504817,2017-12-31T00:00:00Z,21664119500,10.7,901000000,30.92192,4699000000,15185000000,1180000000,7.724836014,2602000000
SE0014504817,2018-12-31T00:00:00Z,27077899200,12.718,6177000000,23.36575,5023500000,14039000000,1266000000,7.686048038,2841000000
SE0014504817,2019-12-31T00:00:00Z,28107814200,15.006,5134000000,32.87656,7045500000,13999000000,1934000000,6.905887582,3233000000
SE0014504817,2020-12-31T00:00:00Z,,,4869000000,31.10942,8239000000,,1979000000,3.941001574,3024000000
SE0014504817,2021-12-31T00:00:00Z,,,5169000000,31.00118,8093000000,,2027000000,4.458598726,3396000000
SE0014504817,2022-12-31T00:00:00Z,,,6217000000,31.2146,9180500000,,2361000000,4.83324295,4152000000
SE0007730510,2002-12-31T00:00:00Z,,,990000,2.76425,,,5083000,,4729000
SE0007730510,2003-12-31T00:00:00Z,,,388000,1.34309,,,11453000,86.86582203,6574000
SE0007730510,2004-12-31T00:00:00Z,,,5008000,0.08399,,,9000,7.851206326,6679000
SE0007730510,2005-12-31T00:00:00Z,,,17970000,0.65763,,,101000,7.757623746,3021000
SE0007730510,2006-12-31T00:00:00Z,,,1791000,0.52555,,,124000,36.52167692,7629000
SE0007730510,2007-12-31T00:00:00Z,,,4438000,0.3042,,,1173000,3.300306571,4610000
SE0007730510,2008-12-31T00:00:00Z,,,2592000,0.1324,,,2443000,4.464787236,6779000
SE0007730510,2009-12-31T00:00:00Z,,,1973000,0.2339,,,1505000,3.691739732,7129000
SE0007730510,2010-12-31T00:00:00Z,,,7237000,0.24305,,,1426000,3.358161167,7698000
SE0007730510,2011-12-31T00:00:00Z,,,3117000,0.13108,,,1579000,1.351404045,8212000
SE0007730510,2012-12-31T00:00:00Z,,,931000,0.29469,,,1519000,1.447146195,5391000
SE0007730510,2013-12-31T00:00:00Z,,,2828000,0.1283,,,1397000,0.108383678,4367000
SE0007730510,2014-12-31T00:00:00Z,,,549000,0.07699,,,1488000,0,3240000
SE0007730510,2015-12-31T00:00:00Z,,,,,,,,,
SE0007730510,2016-12-31T00:00:00Z,,,6366000,0.18421,,,781000,,5282000
SE0007730510,2017-12-31T00:00:00Z,,,4698000,0.17649,89000,,917000,4.529014954,4713000
SE0007730510,2018-12-31T00:00:00Z,,,55000,0.1352,63500,,1041000,2.802535155,3653000
SE0003084193,,,,,,,,,,
SE0002626861,2000-12-31T00:00:00Z,,,,,,,,,
SE0002626861,2001-12-31T00:00:00Z,5082200000,0,,,,,,,
SE0002626861,2002-12-31T00:00:00Z,5293800000,0.358,,,,3220433330,,,
SE0002626861,2003-12-31T00:00:00Z,5716500000,0.62,,,,3534066670,,,
SE0002626861,2004-12-31T00:00:00Z,5955200000,0.792,,,,3637600000,,,
SE0002626861,2005-12-31T00:00:00Z,5929500000,1.2,,,,3564000000,,,
SE0002626861,2006-12-31T00:00:00Z,6104400000,1.13,,,,3829000000,,,
SE0002626861,2007-12-31T00:00:00Z,6264500000,1.1125,,,,3905000000,37000000,,356000000
SE0002626861,2008-08-31T00:00:00Z,6565333330,1.18333,,,,4146000000,,,
SE0002626861,2009-08-31T00:00:00Z,5991000000,0.76667,277000000,41.41959,,3670000000,46000000,,368000000
SE0002626861,2010-08-31T00:00:00Z,6254000000,1.075,245000000,41.21864,460500000,,50000000,4.576043069,299000000
SE0002626861,2011-12-31T00:00:00Z,7251000000,1,97000000,40.67642,452500000,,,3.529411765,
SE0002626861,2011-12-31T00:00:00Z,7427000000,1,97000000,15.2511,886000000,,,2.99188077,
SE0002626861,2012-12-31T00:00:00Z,,,306000000,17.24839,1464500000,,249000000,2.302362377,1590000000
SE0002626861,2013-12-31T00:00:00Z,,,167000000,18.46702,1635500000,,184000000,1.920742969,1406000000
SE0002626861,2014-12-31T00:00:00Z,,,229000000,16.73359,1663500000,,203000000,1.632777243,1416000000
SE0002626861,2015-12-31T00:00:00Z,,,246000000,17.39932,1682500000,,231000000,1.789944722,1547000000
SE0002626861,2016-12-31T00:00:00Z,,,298000000,18.40624,1699000000,,211000000,1.698398961,1343000000
SE0002626861,2017-12-31T00:00:00Z,,,759000000,14.46174,1519000000,,229000000,1.997828447,1534000000
SE0002626861,2018-12-31T00:00:00Z,,,551000000,14.76876,1346000000,,230000000,1.975780752,1604000000
SE0002626861,2019-12-31T00:00:00Z,,,579000000,16.13872,1456500000,,301000000,2.911901737,1636000000
SE0002626861,2020-12-31T00:00:00Z,,,396000000,16.90507,1559500000,,280000000,2.066357778,1501000000
SE0002626861,2021-12-31T00:00:00Z,,,692000000,16.50435,1568000000,,260000000,2.154543166,1576000000
SE0002626861,2022-12-31T00:00:00Z,,,583000000,15.32571,1578500000,,262000000,,1650000000
SE0000418873,2005-06-30T00:00:00Z,,,0,62.85278,,,270000,,2354000
SE0000418873,2006-06-30T00:00:00Z,51300000,3.25,1540000,44.61172,,,407000,,4601000
SE0000418873,2007-12-31T00:00:00Z,42200000,3,,,,,,,
SE0000418873,2008-12-31T00:00:00Z,,,761000,72.96289,,,1916000,,13682000
SE0000418873,2009-12-31T00:00:00Z,,,7236000,59.17102,22250000,,2238000,8.748678505,14607000
SE0000418873,2010-12-31T00:00:00Z,,,10975000,54.46277,23505500,,2587000,11.28816901,16315000
SE0000418873,2011-12-31T00:00:00Z,92700000,3,13319000,55.92001,27205500,,3032000,19.27995404,18970000
SE0000418873,2012-12-31T00:00:00Z,,,16365000,54.38019,29877000,,3200000,8.488306632,19800000
SE0000418873,2013-12-31T00:00:00Z,,,10724000,60.46841,30797500,,3750000,11.62155867,12389000
SE0000418873,2014-12-31T00:00:00Z,,,16082000,57.87132,33708000,,4000000,,21600000
SE0000418873,2015-12-31T00:00:00Z,,,4287000,72.67269,39700000,,4706000,18.64288653,13251000
SE0000418873,2016-12-31T00:00:00Z,,,4856000,53.76744,39700000,,4855000,3.972338495,12893000
SE0000418873,2017-12-31T00:00:00Z,,,35546000,41.65396,39700000,,4958000,4.288295673,11517000
SE0000418873,2018-12-31T00:00:00Z,,,28223000,45.64881,39700000,,5202000,17.84554711,11264000
SE0000418873,2019-12-31T00:00:00Z,,,5791000,56.34019,39700000,,6256000,10.23607014,13184000
SE0000418873,2020-12-31T00:00:00Z,,,5607000,56.02441,39700000,,6389000,5.909921471,13877000
SE0000418873,2021-12-31T00:00:00Z,,,1348000,60.93811,39700000,,6931000,16.25800252,15011000
SE0000418873,2022-12-31T00:00:00Z,,,21251000,49.00287,39700000,,7496000,36.28013912,14635000
SE0005562014,2001-08-31T00:00:00Z,,,77000,1.44092,,,5000,,
SE0005562014,2002-08-31T00:00:00Z,,,2000,0.96277,,,5000,,
SE0005562014,2003-08-31T00:00:00Z,,,6000,0.60168,,,5000,,
SE0005562014,2004-08-31T00:00:00Z,,,113000,0.2798,,,5000,,
SE0005562014,2005-06-30T00:00:00Z,,,144000,0.25081,,,10000,33.81389253,10000
SE0005562014,2005-06-30T00:00:00Z,,,144000,0.79456,48500,,10000,36.88907777,10000
SE0005562014,2006-12-31T00:00:00Z,,,,0.08444,55000,,1472000,,2732000
SE0005562014,2007-12-31T00:00:00Z,,,3971000,6.59999,81000,,28000,6.425946462,1839000
SE0005562014,2008-12-31T00:00:00Z,,,9844000,5.21207,3704000,,1743000,4.383668313,25526000
SE0005562014,2009-12-31T00:00:00Z,,,34337000,7.85906,7330500,,2305000,6.774077999,27699000
SE0005562014,2010-12-31T00:00:00Z,,,16880000,6.97509,8780000,,2336000,4.160376853,28421000
SE0005562014,2011-12-31T00:00:00Z,,,20371000,13.94951,10348000,,3304000,6.62560378,35066000
SE0005562014,2012-12-31T00:00:00Z,,,25991000,13.04964,16702000,,5099000,4.40570774,47336000
SE0005562014,2013-12-31T00:00:00Z,,,16370000,13.24931,22158000,,7135000,3.196067532,42608000
SE0005562014,2014-12-31T00:00:00Z,,,14049000,12.82176,21049000,,7022000,3.791090808,45981000
SE0005562014,2015-12-31T00:00:00Z,,,8267000,10.64042,20248000,,6162000,3.472327568,51254000
SE0005562014,2016-12-31T00:00:00Z,,,5705000,11.08764,19070500,,6592000,3.331354272,47640000
SE0005562014,2017-12-31T00:00:00Z,,,4606000,17.36227,18501000,,6571000,14.56843747,52624000
SE0005562014,2018-12-31T00:00:00Z,,,8558000,24.50481,25906000,,6707000,6.803017562,56728000
SE0005562014,2019-12-31T00:00:00Z,,,3332000,6.65398,33097500,,9660000,12.33409265,58056000
SE0005562014,2020-12-31T00:00:00Z,,,30211000,7.13967,21038000,,8320000,11.54030487,51307000
SE0005562014,2021-12-31T00:00:00Z,,,11236000,7.4644,9650500,,10700000,6.910083838,61152000
SE0005562014,2022-12-31T00:00:00Z,,,18108000,,10647000,,15781000,,67054000
SE0000545188,,,,,,,,,,
SE0000526626,2001-12-31T00:00:00Z,,,2251000,6.78979,,,1207000,,9294000
SE0000526626,2002-12-31T00:00:00Z,,,423000,12.36757,,,869000,0.310031741,5820000
SE0000526626,2003-12-31T00:00:00Z,,,467000,7.88337,,,1041000,0.621426796,3619000
SE0000526626,2004-12-31T00:00:00Z,,,4488000,3.01442,,,382000,1.967647337,4275000
SE0000526626,2005-12-31T00:00:00Z,151100000,1.25,4185000,1.73822,176000,,119000,0.79020662,
SE0000526626,2006-12-31T00:00:00Z,166700000,0.8,15072000,2.06181,295000,,61000,2.363071994,9342000
SE0000526626,2007-12-31T00:00:00Z,,,33078000,0.99427,479000,,130000,0.572308447,14288000
SE0000526626,2008-12-31T00:00:00Z,274900000,2.3,43385000,2.27719,959500,205000000,216000,1.938977678,21727000
SE0000526626,2009-12-31T00:00:00Z,,,38962000,2.19087,1441000,,394000,2.190210657,31961000
SE0000526626,2010-12-31T00:00:00Z,326000000,2.35,47499000,1.59397,1428500,24400000,600000,2.057931285,47308000
SE0000526626,2011-12-31T00:00:00Z,371000000,2.5,54222000,0.93278,1109000,38400000,1295000,1.225722038,59426000
SE0000526626,2012-12-31T00:00:00Z,,,43488000,2.68686,1766000,38300000,1386000,2.793263799,82694000
SE0000526626,2013-12-31T00:00:00Z,,,50259000,2.44973,2504000,,1445000,0.521731986,65440000
SE0000526626,2014-12-31T00:00:00Z,,,65541000,1.53121,2126500,,1526000,0.511270575,90076000
SE0000526626,2015-12-31T00:00:00Z,,,103697000,1.67133,2303000,,1621000,1.588460772,98678000
SE0000526626,2016-12-31T00:00:00Z,,,123199000,1.06355,2288500,,1609000,0.386364575,111807000
SE0000526626,2017-12-31T00:00:00Z,,,127430000,0.82197,1776500,,1265000,0.460539316,135646000
SE0000526626,2018-12-31T00:00:00Z,,,98816000,1.21449,1992000,,933000,0.761283029,160857000
SE0000526626,2019-12-31T00:00:00Z,,,63950000,17.11635,17441000,,11951000,0.783499982,188992000
SE0000526626,2020-12-31T00:00:00Z,,,101286000,12.14777,27735000,,12153000,0.335216175,191311000
SE0000526626,2021-12-31T00:00:00Z,,,65970000,6.66935,18350500,,12304000,0.079945758,184103000
SE0000526626,2022-12-31T00:00:00Z,,,104400000,21.08726,37337500,,13100000,0.686394451,204200000
SE0000141137,2002-12-31T00:00:00Z,,,5440000,8.22716,,,14119000,,32400000
SE0000141137,2003-12-31T00:00:00Z,,,2565000,12.25369,,,4453000,,30645000
SE0000141137,2004-12-31T00:00:00Z,,,8482000,1.83013,,,391000,0,19862000
SE0000141137,2005-06-30T00:00:00Z,,,,,,,,,
SE0000141137,2006-06-30T00:00:00Z,122900000,0.5917,,,,,,,
SE0000141137,2007-06-30T00:00:00Z,,,5502000,0.78762,,,944000,,35961000
SE0000141137,2008-06-30T00:00:00Z,,,4681000,0.86749,,,1156000,0.586636044,41706000
SE0000141137,2009-06-30T00:00:00Z,,,10735000,,,,1081000,,50608000
SE0000141137,2010-06-30T00:00:00Z,,,11594660,2.66184,,,1015468,1.053932163,58861063
SE0000141137,2011-12-31T00:00:00Z,,,,,,,,,
SE0000141137,2012-12-31T00:00:00Z,,,10124278,4.77168,1966500,,1038000,,105389429
SE0000141137,2013-12-31T00:00:00Z,,,12376187,3.47301,3771502.5,,1535000,0.654556024,107252309
SE0000141137,2014-12-31T00:00:00Z,,,11778715,3.37767,3383432,,1530192,2.034802634,87127088
SE0000141137,2015-12-31T00:00:00Z,,,19566402,4.49491,4823409.5,,2164628,3.327622316,130749772
SE0000141137,2016-12-31T00:00:00Z,,,12082884,5.59135,6787101.5,,2632973,2.811750448,146001776
SE0000141137,2017-12-31T00:00:00Z,,,12240838,6.8159,8405758,,3153000,3.63799993,150189422
SE0000141137,2018-12-31T00:00:00Z,,,21625857,6.44693,9696645.5,,3404000,,165500638
SE0000141137,2019-12-31T00:00:00Z,,,17543557,13.64597,16871720,,10677106,2.885698778,188582316
SE0000141137,2020-12-31T00:00:00Z,,,56542868,11.15069,23358884,,11779000,2.426405978,191613620
SE0000141137,2021-12-31T00:00:00Z,,,32463071,15.45599,26712837.5,,15225000,3.086602302,180295525
SE0000141137,2022-12-31T00:00:00Z,,,15571000,18.9377,35144086.5,,14770000,,
SE0001859984,2003-12-31T00:00:00Z,,,2722000,48.24707,,,4112000,,30721000
SE0001859984,2004-12-31T00:00:00Z,455000000,,1236000,44.26291,,,4399000,4.50090885,40891000
SE0001859984,2005-12-31T00:00:00Z,592000000,,2163000,42.74962,,,4215000,2.043558376,42278000
SE0001859984,2006-12-31T00:00:00Z,624000000,,1848000,36.73805,,,4067000,,45581000
SE0001859984,2007-12-31T00:00:00Z,,,30650000,,,,11744000,,105951000
SE0001859984,2008-12-31T00:00:00Z,,,22027000,,60581500,,12688000,3.063318418,122466000
SE0001859984,2009-12-31T00:00:00Z,,,71605000,21.65985,71763500,,16221000,2.233282648,106415000
SE0001859984,2013-12-31T00:00:00Z,,,31823000,,70300500,,46876000,1.448015118,137818000
SE0001859984,2014-12-01T00:00:00Z,,,3395000,11.34772,70387000,,,,
SE0001859984,2015-12-01T00:00:00Z,,,2067000,,58438500,,,,
SE0001859984,2016-12-01T00:00:00Z,,,1526000,,58438500,,,,
SE0001859984,2017-12-31T00:00:00Z,,,1022000,,58438500,,,,0
SE0001859984,2017-12-31T00:00:00Z,,,1022000,,58438500,,,,0
SE0001859984,2018-12-31T00:00:00Z,,,920000,,58438500,,,,0
SE0001859984,2019-12-31T00:00:00Z,,,57000,,58438500,,,,0
SE0001859984,2020-12-31T00:00:00Z,,,156000,,58438500,,,,0
SE0001859984,,,,,,58438500,,,,
SE0001859984,,,,,,58438500,,,,
SE0001859984,,,,,,58438500,,,,
SE0001859984,,,,,,58438500,,,,
SE0001859984,,,,,,58438500,,,,
SE0001859984,,,,,,58438500,,,,
SE0005308632,2007-08-31T00:00:00Z,,,,,,,,,
SE0005308632,2008-08-31T00:00:00Z,,,3313000,3.01539,,,428000,,1828000
SE0005308632,2009-08-31T00:00:00Z,,,315000,13.33705,225500,,489000,3.560950936,1566000
SE0005308632,2010-08-31T00:00:00Z,,,573000,8.04991,330500,,546000,0,2434000
SE0005308632,2011-08-31T00:00:00Z,,,1296000,4.81723,285000,,558000,4.142151094,2889000
SE0005308632,2012-12-31T00:00:00Z,,,,,286000,,,,
SE0005308632,2012-12-31T00:00:00Z,,,,3.6379,,,,,
SE0005308632,2013-12-31T00:00:00Z,,,4370000,2.94216,,,518000,1.302295295,2961000
SE0005308632,2014-12-31T00:00:00Z,,,2048000,1.6819,304000,,647000,0.337641169,5698000
SE0005308632,2015-12-31T00:00:00Z,,,1618000,2.84746,201000,,646000,1.505724892,5490000
SE0005308632,2016-12-31T00:00:00Z,,,2946000,3.51365,224500,,1277000,0,4729000
SE0005308632,2017-12-31T00:00:00Z,,,2245000,5.17098,256500,,152000,0,6015000
SE0005308632,2018-12-31T00:00:00Z,,,2756000,5.22678,256000,,126000,0,5450000
SE0005308632,2019-12-31T00:00:00Z,,,3591000,5.44186,336500,,200000,17.97362496,5198000
SE0005308632,2020-12-31T00:00:00Z,,,2429000,2.33845,415500,,119000,14.95311383,4535000
SE0005308632,2021-12-31T00:00:00Z,,,7545000,6.12046,411500,,156000,6.393991678,5073000
SE0005308632,2022-12-31T00:00:00Z,,,5353000,,617500,,62000,,4245000
SE0010442418,2004-12-31T00:00:00Z,,,4406000,28.08594,,,3423000,,16535000
SE0010442418,2005-12-31T00:00:00Z,224000000,,71000,0,,,0,,0
SE0010442418,2006-12-31T00:00:00Z,,,579000,30.61513,,,3336000,,13345000
SE0010442418,2007-12-31T00:00:00Z,,,2803000,39.50188,,,4829000,,16821000
SE0010442418,2008-12-31T00:00:00Z,,,3998000,61.32317,35779500,,7311000,21.14987004,23295000
SE0010442418,2009-12-31T00:00:00Z,,,10029000,55.59849,56246500,,9124000,1.58817793,27883000
SE0010442418,2010-12-31T00:00:00Z,,,15258000,44.92341,66087500,,12184000,0,35587000
SE0010442418,2011-12-31T00:00:00Z,,,27951000,42.49877,72893500,,15244000,10.31282084,48047000
SE0010442418,2012-12-31T00:00:00Z,,,59380000,39.47509,80219000,,15810000,11.33002418,54128000
SE0010442418,2013-12-31T00:00:00Z,1201000000,0.45,99196000,37.46413,89555500,,17582000,7.746374715,50091000
SE0010442418,2014-12-31T00:00:00Z,,,112405000,35.25315,107921000,,18608000,15.06357655,58880000
SE0010442418,2015-12-31T00:00:00Z,,,157308000,29.29007,128252500,,24738000,7.829566802,66709000
SE0010442418,2016-12-31T00:00:00Z,,,142395000,35.45823,159663500,,24223000,14.40244106,93302000
SE0010442418,2017-12-31T00:00:00Z,1765000000,1,233473000,34.99833,207859500,,32209000,10.42793201,110288000
SE0010442418,2018-12-31T00:00:00Z,1832000000,1.3,282427000,35.04552,251473000,,40884000,11.45478691,126991000
SE0010442418,2019-12-31T00:00:00Z,,,304307000,38.58243,281793000,,45366000,9.486816636,143032000
SE0010442418,2020-12-31T00:00:00Z,,,333952000,38.34089,293303000,,52481000,4.87798671,137600000
SE0010442418,2021-12-31T00:00:00Z,,,429711000,35.08609,301862500,,56078000,5.998133747,150091000
SE0001910266,,,,,,,,,,
SE0000565723,,,,,,,,,,
SE0014186656,2004-12-31T00:00:00Z,,,2246000,5.12193,,,2645000,,15667000
SE0014186656,2005-12-31T00:00:00Z,166000000,0.07318,5349000,3.89009,,,3474000,13.37929274,21326000
SE0014186656,2006-12-31T00:00:00Z,,,13053000,8.34851,,,,0,25020000
SE0014186656,2007-12-31T00:00:00Z,428040000,0.45088,25915000,6.8827,,,7839000,19.00184895,43944000
SE0014186656,2008-12-31T00:00:00Z,487333330,0.52084,65132000,6.65872,8324000,,15513000,18.95741117,68143000
SE0014186656,2009-12-31T00:00:00Z,527600000,0.46792,105009000,12.79224,21365000,,21161000,30.25895129,93540000
SE0014186656,2010-12-31T00:00:00Z,648000000,0.47666,47034000,14.15653,38206500,,30959000,33.77619696,129177000
SE0014186656,2011-12-31T00:00:00Z,766140000,0.57832,74234000,11.39465,47441500,,45823000,26.43686598,192370000
